#Agilent_E8257D - FREQUENCY (Hz) - Plot 0	TFPDAS4-Project - COUNTS ACC - Plot 0	Agilent_E8257D - FREQUENCY (Hz) - Plot 1	TFPDAS4-Project - COUNTS ACC - Plot 1	
2.5E+9	349	2.5E+9	49	
2.6E+9	325	2.6E+9	53	
2.7E+9	267	2.7E+9	48	
2.8E+9	223	2.8E+9	45	
2.9E+9	267	2.9E+9	57	
3E+9	200	3E+9	36	
3.1E+9	209	3.1E+9	58	
3.2E+9	186	3.2E+9	51	
3.3E+9	76	3.3E+9	31	
3.4E+9	93	3.4E+9	35	
3.5E+9	87	3.5E+9	34	
3.6E+9	65	3.6E+9	27	
3.7E+9	86	3.7E+9	20	
3.8E+9	84	3.8E+9	37	
3.9E+9	74	3.9E+9	29	
4E+9	99	4E+9	33	
4.1E+9	84	4.1E+9	28	
4.2E+9	91	4.2E+9	27	
4.3E+9	72	4.3E+9	27	
4.4E+9	78	4.4E+9	32	
4.5E+9	65	4.5E+9	26	
4.6E+9	52	4.6E+9	30	
4.7E+9	64	4.7E+9	20	
4.8E+9	57	4.8E+9	31	
4.9E+9	34	4.9E+9	30	
5E+9	35	5E+9	21	
5.1E+9	20	5.1E+9	22	
5.2E+9	26	5.2E+9	17	
5.3E+9	21	5.3E+9	24	
5.4E+9	18	5.4E+9	12	
5.5E+9	23	5.5E+9	15	
5.6E+9	13	5.6E+9	11	
5.7E+9	0	5.7E+9	0	
5.8E+9	1	5.8E+9	0	
5.9E+9	1	5.9E+9	0	
6E+9	0	6E+9	0	
