#Agilent_E8257D - FREQUENCY (Hz) - Plot 0	TFPDAS4-Project - COUNTS ACC - Plot 0	Agilent_E8257D - FREQUENCY (Hz) - Plot 1	TFPDAS4-Project - COUNTS ACC - Plot 1	
2.5E+9	59	2.5E+9	116	
2.6E+9	54	2.6E+9	119	
2.7E+9	45	2.7E+9	135	
2.8E+9	56	2.8E+9	131	
2.9E+9	67	2.9E+9	192	
3E+9	54	3E+9	123	
3.1E+9	71	3.1E+9	153	
3.2E+9	90	3.2E+9	127	
3.3E+9	45	3.3E+9	72	
3.4E+9	71	3.4E+9	111	
3.5E+9	76	3.5E+9	109	
3.6E+9	89	3.6E+9	74	
3.7E+9	94	3.7E+9	74	
3.8E+9	75	3.8E+9	75	
3.9E+9	56	3.9E+9	97	
4E+9	40	4E+9	88	
4.1E+9	29	4.1E+9	84	
4.2E+9	24	4.2E+9	70	
4.3E+9	16	4.3E+9	59	
4.4E+9	24	4.4E+9	59	
4.5E+9	26	4.5E+9	62	
4.6E+9	16	4.6E+9	51	
4.7E+9	27	4.7E+9	52	
4.8E+9	23	4.8E+9	55	
4.9E+9	11	4.9E+9	61	
5E+9	6	5E+9	47	
5.1E+9	13	5.1E+9	40	
5.2E+9	12	5.2E+9	29	
5.3E+9	15	5.3E+9	24	
5.4E+9	16	5.4E+9	26	
5.5E+9	9	5.5E+9	19	
5.6E+9	8	5.6E+9	5	
5.7E+9	2	5.7E+9	1	
5.8E+9	0	5.8E+9	0	
5.9E+9	1	5.9E+9	1	
6E+9	0	6E+9	2	
