#Agilent_E8257D - FREQUENCY (Hz) - Plot 0	TFPDAS4-Project - COUNTS ACC - Plot 0	Agilent_E8257D - FREQUENCY (Hz) - Plot 1	TFPDAS4-Project - COUNTS ACC - Plot 1	Agilent_E8257D - FREQUENCY (Hz) - Plot 2	TFPDAS4-Project - COUNTS ACC - Plot 2	
		3E+9	11	3E+9	14	
		3.1E+9	12	3.1E+9	17	
		3.2E+9	15	3.2E+9	14	
		3.3E+9	15	3.3E+9	19	
		3.4E+9	7	3.4E+9	20	
		3.5E+9	16	3.5E+9	15	
		3.6E+9	17	3.6E+9	25	
		3.7E+9	24	3.7E+9	26	
		3.8E+9	18	3.8E+9	32	
		3.9E+9	17	3.9E+9	35	
		4E+9	22	4E+9	21	
		4.1E+9	31	4.1E+9	41	
		4.2E+9	29	4.2E+9	69	
		4.3E+9	35	4.3E+9	67	
		4.4E+9	58	4.4E+9	87	
		4.5E+9	45	4.5E+9	98	
		4.6E+9	62	4.6E+9	195	
		4.7E+9	50	4.7E+9	272	
		4.8E+9	51	4.8E+9	248	
		4.9E+9	36	4.9E+9	337	
		5E+9	45	5E+9	308	
		5.1E+9	41	5.1E+9	252	
		5.2E+9	35	5.2E+9	209	
		5.3E+9	25	5.3E+9	188	
		5.4E+9	34	5.4E+9	142	
		5.5E+9	28	5.5E+9	131	
		5.6E+9	51	5.6E+9	92	
		5.7E+9	39	5.7E+9	65	
		5.8E+9	34	5.8E+9	70	
		5.9E+9	39	5.9E+9	94	
		6E+9	45	6E+9	71	
		6.1E+9	43	6.1E+9	115	
		6.2E+9	73	6.2E+9	126	
		6.3E+9	71	6.3E+9	135	
		6.4E+9	96	6.4E+9	127	
		6.5E+9	63	6.5E+9	111	
		6.6E+9	53	6.6E+9	106	
		6.7E+9	44	6.7E+9	108	
		6.8E+9	38	6.8E+9	83	
		6.9E+9	31	6.9E+9	69	
		7E+9	22	7E+9	66	
		7.1E+9	19	7.1E+9	63	
		7.2E+9	24	7.2E+9	73	
		7.3E+9	15	7.3E+9	69	
		7.4E+9	17	7.4E+9	64	
		7.5E+9	23	7.5E+9	23	
		7.6E+9	13	7.6E+9	29	
		7.7E+9	5	7.7E+9	23	
		7.8E+9	11	7.8E+9	31	
		7.9E+9	16	7.9E+9	33	
		8E+9	14	8E+9	25	
		8.1E+9	10	8.1E+9	23	
		8.2E+9	8	8.2E+9	15	
		8.3E+9	13	8.3E+9	20	
		8.4E+9	5	8.4E+9	16	
		8.5E+9	6	8.5E+9	11	
		8.6E+9	2	8.6E+9	5	
		8.7E+9	0	8.7E+9	0	
		8.8E+9	0	8.8E+9	0	
		8.9E+9	0	8.9E+9	1	
		9E+9	0	9E+9	0	
