#linked controls - field - Control Voltage Kepco - Plot 0	TFPDAS4-Project - COUNTS ACC - Plot 0	linked controls - field - Control Voltage Kepco - Plot 1	TFPDAS4-Project - COUNTS ACC - Plot 1	
-15	230	-15	380	
-14.9	228	-14.9	421	
-14.8	221	-14.8	385	
-14.7	265	-14.7	420	
-14.6	276	-14.6	326	
-14.5	231	-14.5	392	
-14.4	236	-14.4	352	
-14.3	231	-14.3	383	
-14.2	223	-14.2	407	
-14.1	224	-14.1	335	
-14	216	-14	366	
-13.9	209	-13.9	330	
-13.8	243	-13.8	328	
-13.7	198	-13.7	283	
-13.6	192	-13.6	258	
-13.5	221	-13.5	291	
-13.4	208	-13.4	327	
-13.3	185	-13.3	306	
-13.2	237	-13.2	282	
-13.1	225	-13.1	279	
-13	231	-13	304	
-12.9	225	-12.9	320	
-12.8	242	-12.8	328	
-12.7	268	-12.7	349	
-12.6	277	-12.6	286	
-12.5	292	-12.5	342	
-12.4	344	-12.4	292	
-12.3	370	-12.3	322	
-12.2	375	-12.2	311	
-12.1	416	-12.1	286	
-12	351	-12	320	
-11.9	379	-11.9	315	
-11.8	419	-11.8	298	
-11.7	414	-11.7	323	
-11.6	400	-11.6	312	
-11.5	377	-11.5	322	
-11.4	463	-11.4	336	
-11.3	444	-11.3	328	
-11.2	455	-11.2	366	
-11.1	451	-11.1	362	
-11	499	-11	351	
-10.9	536	-10.9	355	
-10.8	545	-10.8	337	
-10.7	415	-10.7	319	
-10.6	466	-10.6	304	
-10.5	451	-10.5	327	
-10.4	471	-10.4	387	
-10.3	458	-10.3	317	
-10.2	493	-10.2	353	
-10.1	488	-10.1	339	
-10	535	-10	354	
-9.9	300	-9.9	326	
-9.8	325	-9.8	324	
-9.7	281	-9.7	292	
-9.6	285	-9.6	305	
-9.5	303	-9.5	317	
-9.4	268	-9.4	302	
-9.3	204	-9.3	359	
-9.2	243	-9.2	361	
-9.1	239	-9.1	362	
-9	252	-9	352	
-8.9	281	-8.9	378	
-8.8	260	-8.8	349	
-8.7	250	-8.7	389	
-8.6	256	-8.6	355	
-8.5	251	-8.5	394	
-8.4	271	-8.4	387	
-8.3	230	-8.3	434	
-8.2	256	-8.2	382	
-8.1	254	-8.1	433	
-8	224	-8	440	
-7.9	254	-7.9	502	
-7.8	274	-7.8	453	
-7.7	242	-7.7	482	
-7.6	267	-7.6	490	
-7.5	256	-7.5	507	
-7.4	255	-7.4	485	
-7.3	257	-7.3	502	
-7.2	257	-7.2	546	
-7.1	264	-7.1	533	
-7	262	-7	595	
-6.9	275	-6.9	474	
-6.8	258	-6.8	469	
-6.7	242	-6.7	540	
-6.6	239	-6.6	497	
-6.5	261	-6.5	488	
-6.4	250	-6.4	505	
-6.3	250	-6.3	565	
-6.2	257	-6.2	599	
-6.1	238	-6.1	598	
-6	259	-6	623	
-5.9	244	-5.9	680	
-5.8	254	-5.8	592	
-5.7	239	-5.7	618	
-5.6	245	-5.6	678	
-5.5	270	-5.5	623	
-5.4	246	-5.4	718	
-5.3	272	-5.3	769	
-5.2	256	-5.2	764	
-5.1	265	-5.1	747	
-5	262	-5	745	
-4.9	263	-4.9	817	
-4.8	267	-4.8	810	
-4.7	266	-4.7	814	
-4.6	332	-4.6	827	
-4.5	301	-4.5	750	
-4.4	321	-4.4	876	
-4.3	293	-4.3	801	
-4.2	317	-4.2	724	
-4.1	269	-4.1	783	
-4	291	-4	763	
-3.9	253	-3.9	727	
-3.8	264	-3.8	761	
-3.7	277	-3.7	664	
-3.6	268	-3.6	645	
-3.5	240	-3.5	633	
-3.4	251	-3.4	620	
-3.3	271	-3.3	595	
-3.2	225	-3.2	563	
-3.1	247	-3.1	530	
-3	240	-3	578	
-2.9	251	-2.9	634	
-2.8	230	-2.8	544	
-2.7	201	-2.7	577	
-2.6	227	-2.6	594	
-2.5	282	-2.5	539	
-2.4	261	-2.4	564	
-2.3	275	-2.3	560	
-2.2	245	-2.2	557	
-2.1	265	-2.1	580	
-2	278	-2	606	
-1.9	293	-1.9	507	
-1.8	283	-1.8	518	
-1.7	277	-1.7	555	
-1.6	276	-1.6	529	
-1.5	286	-1.5	547	
-1.4	279	-1.4	511	
-1.3	278	-1.3	560	
-1.2	283	-1.2	541	
-1.1	299	-1.1	518	
-1	293	-1	534	
-0.9	286	-0.9	480	
-0.8	264	-0.8	496	
-0.7	309	-0.7	445	
-0.6	278	-0.6	497	
-0.5	277	-0.5	479	
-0.4	274	-0.4	410	
-0.3	277	-0.3	479	
-0.2	315	-0.2	478	
-0.1	276	-0.1	503	
0	303	0	477	
0.1	294	0.1	508	
0.2	261	0.2	487	
0.3	295	0.3	441	
0.4	303	0.4	480	
0.5	344	0.5	524	
0.6	323	0.6	475	
0.7	334	0.7	485	
0.8	340	0.8	468	
0.9	305	0.9	511	
1	321	1	474	
1.1	299	1.1	395	
1.2	315	1.2	506	
1.3	325	1.3	452	
1.4	347	1.4	521	
1.5	333	1.5	525	
1.6	395	1.6	484	
1.7	338	1.7	560	
1.8	307	1.8	530	
1.9	319	1.9	776	
2	279	2	786	
2.1	302	2.1	835	
2.2	320	2.2	873	
2.3	330	2.3	927	
2.4	309	2.4	909	
2.5	268	2.5	831	
2.6	301	2.6	918	
2.7	345	2.7	992	
2.8	335	2.8	923	
2.9	339	2.9	969	
3	305	3	909	
3.1	314	3.1	1013	
3.2	332	3.2	891	
3.3	343	3.3	877	
3.4	300	3.4	879	
3.5	326	3.5	944	
3.6	323	3.6	828	
3.7	409	3.7	915	
3.8	445	3.8	340	
3.9	361	3.9	336	
4	322	4	307	
4.1	365	4.1	298	
4.2	362	4.2	296	
4.3	319	4.3	287	
4.4	365	4.4	267	
4.5	303	4.5	280	
4.6	326	4.6	262	
4.7	292	4.7	237	
4.8	281	4.8	277	
4.9	335	4.9	262	
5	282	5	279	
5.1	319	5.1	256	
5.2	367	5.2	215	
5.3	437	5.3	219	
5.4	417	5.4	248	
5.5	449	5.5	245	
5.6	518	5.6	231	
5.7	463	5.7	253	
5.8	480	5.8	244	
5.9	447	5.9	223	
6	482	6	213	
6.1	459	6.1	231	
6.2	444	6.2	221	
6.3	444	6.3	216	
6.4	495	6.4	228	
6.5	507	6.5	206	
6.6	490	6.6	216	
6.7	514	6.7	227	
6.8	512	6.8	252	
6.9	502	6.9	231	
7	472	7	205	
7.1	474	7.1	243	
7.2	551	7.2	198	
7.3	487	7.3	238	
7.4	512	7.4	215	
7.5	490	7.5	253	
7.6	575	7.6	235	
7.7	517	7.7	233	
7.8	527	7.8	242	
7.9	562	7.9	247	
8	602	8	226	
