#MICROSCOPE - ScanDimension_2 - Plot 0	TFPDAS4-Project - COUNTS ACC - Plot 0	MICROSCOPE - ScanDimension_2 - Plot 1	TFPDAS4-Project - COUNTS ACC - Plot 1	
1	183	1	853	
2	193	2	698	
3	291	3	567	
4	393	4	459	
5	323	5	305	
6	173	6	235	
7	114	7	273	
8	103	8	392	
9	101	9	384	
10	115	10	243	
11	156	11	226	
12	202	12	266	
13	228	13	277	
14	239	14	336	
15	247	15	364	
16	234	16	329	
17	205	17	278	
18	224	18	314	
19	236	19	388	
20	263	20	443	
21	458	21	458	
22	584	22	583	
23	381	23	608	
24	251	24	515	
25	220	25	450	
26	214	26	278	
27	260	27	181	
28	247	28	199	
29	249	29	244	
30	248	30	266	
31	198	31	284	
32	252	32	231	
33	213	33	288	
34	190	34	377	
35	239	35	469	
36	258	36	587	
37	297	37	672	
38	379	38	751	
39	361	39	985	
40	262	40	1182	
41	184	41	869	
42	116	42	680	
43	132	43	703	
44	218	44	702	
45	294	45	751	
46	362	46	867	
47	390	47	1006	
48	326	48	1163	
49	306	49	1443	
50	525	50	2747	
51	575	51	4208	
52	596	52	3118	
53	467	53	1455	
54	418	54	1072	
55	478	55	1964	
56	425	56	2000	
57	338	57	1250	
58	353	58	644	
59	359	59	1021	
60	361	60	1465	
61	380	61	1494	
62	413	62	1252	
63	560	63	959	
64	528	64	653	
65	298	65	413	
66	243	66	396	
67	237	67	536	
68	279	68	868	
69	294	69	856	
70	303	70	681	
71	249	71	890	
72	203	72	1382	
73	197	73	1391	
74	172	74	696	
75	217	75	432	
76	283	76	569	
77	299	77	524	
78	311	78	354	
79	264	79	350	
80	143	80	284	
81	139	81	272	
82	173	82	268	
83	203	83	222	
84	207	84	197	
85	187	85	125	
86	157	86	96	
87	132	87	78	
88	126	88	116	
89	154	89	123	
90	220	90	212	
91	199	91	262	
92	183	92	217	
93	208	93	184	
94	199	94	131	
95	257	95	192	
96	265	96	232	
97	237	97	233	
98	145	98	240	
99	119	99	304	
100	168	100	341	
