-100, 10.900486716639223
-299/3, 10.851684665813902
-298/3, 10.80300886098387
-99, 10.754459010509814
-296/3, 10.70603482041533
-295/3, 10.657735994386593
-98, 10.609562233772914
-293/3, 10.561513237587205
-292/3, 10.513588702506363
-97, 10.465788322872372
-290/3, 10.418111790693082
-289/3, 10.37055879564334
-96, 10.323129025066434
-287/3, 10.275822163975407
-286/3, 10.228637895054824
-95, 10.181575898662548
-284/3, 10.13463585283176
-283/3, 10.087817433273214
-94, 10.041120313377382
-281/3, 9.994544164217178
-280/3, 9.948088654550567
-93, 9.901753450823493
-278/3, 9.855538217172821
-277/3, 9.809442615429736
-92, 9.76346630512298
-275/3, 9.717608943482483
-274/3, 9.671870185443229
-91, 9.626249683649021
-272/3, 9.580747088456722
-271/3, 9.535362047940358
-90, 9.49009420789589
-269/3, 9.444943211845496
-268/3, 9.399908701042671
-89, 9.354990314476996
-266/3, 9.310187688879534
-265/3, 9.265500458727926
-88, 9.22092825625208
-263/3, 9.176470711439805
-262/3, 9.132127452042662
-87, 9.08789810358213
-260/3, 9.043782289355557
-259/3, 8.999779630442886
-86, 8.955889745712922
-257/3, 8.912112251830287
-256/3, 8.868446763262217
-85, 8.824892892285694
-254/3, 8.78145024899466
-253/3, 8.738118441307485
-84, 8.69489707497454
-251/3, 8.651785753586049
-250/3, 8.60878407857987
-83, 8.565891649249734
-248/3, 8.523108062753508
-247/3, 8.480432914121543
-82, 8.43786579626545
-245/3, 8.395406299986698
-244/3, 8.353054013985698
-81, 8.310808524870852
-242/3, 8.268669417167771
-241/3, 8.226636273328841
-80, 8.184708673742724
-239/3, 8.142886196744106
-238/3, 8.101168418623685
-79, 8.059554913638227
-236/3, 8.018045254020667
-235/3, 7.9766390099907385
-78, 7.935335749765314
-233/3, 7.89413503956926
-232/3, 7.85303644364612
-77, 7.812039524269369
-230/3, 7.771143841753222
-229/3, 7.730348954464283
-76, 7.689654418832882
-227/3, 7.649059789364549
-226/3, 7.608564618651963
-75, 7.568168457386688
-224/3, 7.527870854371373
-223/3, 7.487671356531729
-74, 7.4475695089290594
-221/3, 7.4075648547725885
-220/3, 7.367656935432082
-73, 7.3278452904505915
-218/3, 7.288129457557355
-217/3, 7.248508972680744
-72, 7.208983369961441
-215/3, 7.169552181765668
-214/3, 7.130214938698623
-71, 7.090971169617961
-212/3, 7.051820401647446
-211/3, 7.012762160190735
-70, 6.973795968945297
-209/3, 6.934921349916336
-208/3, 6.896137823430969
-69, 6.857444908152533
-206/3, 6.818842121094845
-205/3, 6.780328977636806
-68, 6.741904991536805
-203/3, 6.703569674947559
-202/3, 6.6653225384308685
-67, 6.627163090972638
-200/3, 6.589090839997612
-199/3, 6.55110529138486
-66, 6.5132059494826855
-197/3, 6.475392317124144
-196/3, 6.4376638956423715
-65, 6.400020184886063
-194/3, 6.362460683235175
-193/3, 6.324984887616539
-64, 6.287592293519706
-191/3, 6.250282395012756
-190/3, 6.213054684758271
-63, 6.175908654029451
-188/3, 6.138843792726135
-187/3, 6.101859589390976
-62, 6.064955531225893
-185/3, 6.028131104108262
-184/3, 5.991385792607375
-61, 5.954719080000997
-182/3, 5.918130448291849
-181/3, 5.8816193782243795
-60, 5.845185349301221
-179/3, 5.808827839800253
-178/3, 5.7725463267911765
-59, 5.736340286152567
-176/3, 5.700209192588707
-175/3, 5.664152519646623
-58, 5.628169739733167
-173/3, 5.592260324132012
-172/3, 5.556423743020914
-57, 5.520659465488874
-170/3, 5.484966959553326
-169/3, 5.449345692177416
-56, 5.413795129287493
-167/3, 5.378314735790218
-166/3, 5.342903975590113
-55, 5.307562311606982
-164/3, 5.272289205793333
-163/3, 5.237084119151876
-54, 5.201946511753075
-161/3, 5.166875842752681
-160/3, 5.131871570409308
-53, 5.09693315210196
-158/3, 5.062060044347791
-157/3, 5.027251702819573
-52, 4.992507582363447
-155/3, 4.957827137016511
-154/3, 4.923209820024623
-51, 4.888655083859912
-152/3, 4.8541623802385425
-151/3, 4.819731160138489
-50, 4.785360873817075
-149/3, 4.751050970828824
-148/3, 4.716800900043056
-49, 4.682610109661638
-146/3, 4.64847804723669
-145/3, 4.614404159688177
-48, 4.580387893321762
-143/3, 4.546428693846296
-142/3, 4.5125260063915915
-47, 4.478679275526052
-140/3, 4.444887945274171
-139/3, 4.411151459134454
-46, 4.377469260096608
-137/3, 4.343840790659439
-136/3, 4.310265492848256
-45, 4.276742808232387
-134/3, 4.24327217794275
-133/3, 4.209853042689282
-44, 4.176484842778288
-131/3, 4.143167018130065
-130/3, 4.109899008296075
-43, 4.076680252476347
-128/3, 4.043510189536837
-127/3, 4.010388258026554
-42, 3.977313896194948
-125/3, 3.9442865420090176
-124/3, 3.911305633170401
-41, 3.8783706071324633
-122/3, 3.8454809011174693
-121/3, 3.812635952133461
-40, 3.7798351969912076
-119/3, 3.7470780723211385
-118/3, 3.7143640145902306
-39, 3.681692460118667
-116/3, 3.6490628450966467
-115/3, 3.6164746056010677
-38, 3.583927177612131
-113/3, 3.5514199970298406
-112/3, 3.518952499690609
-37, 3.486524121383517
-110/3, 3.4541342978668594
-109/3, 3.421782464884257
-36, 3.3894680581811216
-107/3, 3.3571905135205813
-106/3, 3.3249492666996594
-35, 3.292743753565344
-104/3, 3.260573410030524
-103/3, 3.228437672089771
-34, 3.1963359758352192
-101/3, 3.1642677574722544
-100/3, 3.132232453335243
-33, 3.1002294999029503
-98/3, 3.0682583338140925
-97/3, 3.0363183918828205
-32, 3.0044091111139775
-95/3, 2.9725299287182287
-94/3, 2.9406802821274898
-31, 2.9088596090097183
-92/3, 2.8770673472840804
-91/3, 2.8453029351357424
-30, 2.8135658110307893
-89/3, 2.7818554137308187
-88/3, 2.750171182307706
-29, 2.7185125561580485
-86/3, 2.6868789750176716
-85/3, 2.655269878975922
-28, 2.6236847084900283
-83/3, 2.5921229043992136
-82/3, 2.560583907938772
-27, 2.5290671607540163
-80/3, 2.497572104914237
-79/3, 2.466098182926448
-26, 2.4346448377491177
-77/3, 2.4032115128056897
-76/3, 2.3717976519980914
-25, 2.3404026997201393
-74/3, 2.3090261008709456
-73/3, 2.277667300867888
-24, 2.2463257456598216
-71/3, 2.215000881740105
-70/3, 2.183692156159361
-23, 2.1523990165384705
-68/3, 2.1211209110810394
-67/3, 2.0898572885858564
-22, 2.058607598459949
-65/3, 2.0273712907302186
-64/3, 1.9961478160561963
-21, 1.9649366257419878
-62/3, 1.9337371717483818
-61/3, 1.9025489067046781
-20, 1.8713712839208858
-59/3, 1.840203757398812
-58/3, 1.8090457818443313
-19, 1.777896812678524
-56/3, 1.7467563060492
-55/3, 1.7156237188420462
-18, 1.6844985086921644
-53/3, 1.6533801339947125
-52/3, 1.6222680539161727
-17, 1.5911617284050648
-50/3, 1.5600606182028407
-49/3, 1.528964184854335
-16, 1.4978718907184758
-47/3, 1.4667831989785018
-46/3, 1.4356975736525996
-15, 1.4046144796038162
-44/3, 1.373533382550078
-43/3, 1.3424537490746364
-14, 1.311375046635376
-41/3, 1.2802967435751167
-40/3, 1.2492183091307658
-13, 1.2181392134431939
-38/3, 1.1870589275665455
-37/3, 1.1559769234775614
-12, 1.1248926740849021
-35/3, 1.093805653238163
-34/3, 1.0627153357368073
-11, 1.0316211973390217
-32/3, 1.000522714770899
-31/3, 0.9694193657346563
-10, 0.9383106289171291
-29/3, 0.9071959839988284
-28/3, 0.8760749116615288
-9, 0.8449468935970734
-26/3, 0.8138114125152438
-25/3, 0.782667952151754
-8, 0.7515159972765412
-23/3, 0.7203550337007015
-22/3, 0.6891845482850989
-7, 0.6580040289477737
-20/3, 0.6268129646708098
-19/3, 0.5956108455084103
-6, 0.5643971625940682
-17/3, 0.5331714081473126
-16/3, 0.5019330754808269
-5, 0.47068165900828446
-14/3, 0.43941665424973875
-13/3, 0.40813755783974676
-4, 0.3768438675331967
-11/3, 0.345535082212011
-10/3, 0.31421070189203393
-3, 0.2828702277282421
-8/3, 0.2515131620220697
-7/3, 0.2201390082271973
-2, 0.18874727095591293
-5/3, 0.15733745598374826
-4/3, 0.1259090702581547
-1, 0.09446162189882529
-2/3, 0.06299462021134454
-1/3, 0.03150757568478172
0, 1.5130667810993698e-7
1/3, 0.18486924354203332
2/3, 0.3686522440259147
1, 0.5513558901012283
4/3, 0.73298703412245
5/3, 0.9135524923606883
2, 1.0930590452248587
7/3, 1.271513437465502
8/3, 1.4489223783906162
3, 1.6252925420719015
10/3, 1.8006305675537189
11/3, 1.974943059059089
4, 2.148236586195006
13/3, 2.320517684154938
14/3, 2.491792853922235
5, 2.662068562470589
16/3, 2.8313512429634677
17/3, 2.999647294953202
6, 3.1669630845765786
19/3, 3.333304944751901
20/3, 3.498679175372493
7, 3.663092043499647
22/3, 3.826549783554809
23/3, 3.9890585975101494
8, 4.150624655077041
25/3, 4.311254093894584
26/3, 4.470953019716482
9, 4.629727506595497
28/3, 4.787583597068471
29/3, 4.9445273023388525
10, 5.100564602458393
31/3, 5.255701446507832
32/3, 5.409943752775551
11, 5.563297408936314
34/3, 5.71576827222744
35/3, 5.867362169624487
12, 6.01808489801601
37/3, 6.167942224376413
38/3, 6.316939885937964
13, 6.4650835903616715
40/3, 6.612379015907015
41/3, 6.758831811600368
14, 6.904447597402247
43/3, 7.049231964373699
44/3, 7.193190474840911
15, 7.336328662559634
46/3, 7.478652032877348
47/3, 7.620166062895498
16, 7.7608762016294905
49/3, 7.9007878701680845
50/3, 8.039906461832079
17, 8.178237342330966
52/3, 8.31578584991939
53/3, 8.452557295551726
18, 8.588556963036298
55/3, 8.72379010918798
56/3, 8.858261963980036
19, 8.991977730694492
58/3, 9.124942586072175
59/3, 9.257161680460793
20, 9.388640137962724
61/3, 9.519383056581173
